Article,,Article_col,Sentence,Tokens,Borderline_metaphor,Real_metaphors,Frame_label,Token_lemma,is_target,distance_from_target
9,295,9,0,fire,0,0,_,fire,False,2
9,296,9,0,and,0,0,_,and,False,3
9,297,9,0,brimstone,0,0,_,brimstone,False,4
9,298,9,0,.,0,0,_,.,False,5
9,299,9,1,The,0,0,_,the,False,6
9,300,9,1,Jews,0,0,_,Jews,False,7
9,301,9,1,(,0,0,_,(,False,8
9,302,9,1,g,0,0,_,g,False,9
9,303,9,1,),0,0,_,),False,10
9,304,9,1,have,1,0,Possession,have,False,11
9,305,9,1,a,0,0,_,a,False,12
9,306,9,1,saying,0,0,Statement,say,False,13
9,307,9,1,",",0,0,_,",",False,14
9,308,9,1,that,0,0,_,that,False,15
10,309,10,0,arts,0,0,Craft,art,False,-15
10,310,10,0,",",0,0,_,",",False,-14
10,311,10,0,and,0,0,_,and,False,-13
10,312,10,0,idolaters,0,0,Judgment,idolater,False,-12
10,313,10,0,",",0,0,_,",",False,-11
10,314,10,0,and,0,0,_,and,False,-10
10,315,10,0,all,0,0,Quantified_mass,all,False,-9
10,316,10,0,liars-,0,0,_,liars-,False,-8
10,317,10,0,their,0,0,_,their,False,-7
10,318,10,0,lot,1,0,_,lot,False,-6
10,319,10,0,is,0,0,_,be,False,-5
10,320,10,0,in,0,0,Interior_profile_relation,in,False,-4
10,321,10,0,the,0,0,_,the,False,-3
10,322,10,0,lake,0,0,Natural_features,lake,False,-2
10,323,10,0,that,0,0,_,that,False,-1
10,324,10,0,burns,0,0,Fire_burning,burn,True,0
10,325,10,0,with,1,0,_,with,False,1
10,326,10,0,fire,0,0,Fire_burning,fire,False,2
10,327,10,0,and,0,0,_,and,False,3
10,328,10,0,sulfur,0,0,Substance,sulfur,False,4
10,329,10,0,.,0,0,_,.,False,5
10,330,10,1,This,1,0,_,this,False,6
10,331,10,1,is,0,0,_,be,False,7
10,332,10,1,the,0,0,_,the,False,8
10,333,10,1,second,0,0,Ordinal_numbers,second,False,9
10,334,10,1,death.,0,0,Death,death,False,10
10,335,10,1,``,0,0,_,`,False,11
10,336,10,2,#,0,0,_,#,False,12
10,337,10,2,Next,0,0,Relative_time,next,False,13
10,338,10,2,",",0,0,_,",",False,14
11,339,11,0,You,0,0,_,you,False,-14
11,340,11,0,have,0,0,_,have,False,-13
11,341,11,0,not,0,0,_,not,False,-12
11,342,11,0,come,0,0,Arriving,come,False,-11
11,343,11,0,to,0,0,_,to,False,-10
11,344,11,0,a,0,0,_,a,False,-9
11,345,11,0,mountain,0,0,Natural_features,mountain,False,-8
11,346,11,0,that,0,0,_,that,False,-7
11,347,11,0,can,0,0,Capability,can,False,-6
11,348,11,0,be,0,0,_,be,False,-5
11,349,11,0,touched,0,0,_,touch,False,-4
11,350,11,0,and,0,0,_,and,False,-3
11,351,11,0,that,0,0,_,that,False,-2
11,352,11,0,is,0,0,_,be,False,-1
11,353,11,0,burning,1,1,Fire_burning,burn,True,0
11,354,11,0,with,1,0,_,with,False,1
11,355,11,0,fire,0,0,_,fire,False,2
11,356,11,0,;,0,0,_,;,False,3
11,357,11,0,to,0,0,_,to,False,4
11,358,11,0,darkness,0,0,_,darkness,False,5
11,359,11,0,",",0,0,_,",",False,6
11,360,11,0,gloom,0,0,_,gloom,False,7
11,361,11,0,and,0,0,_,and,False,8
11,362,11,0,storm,0,0,Weather,storm,False,9
11,363,11,0,;,0,0,_,;,False,10
11,364,11,0,Hebrews,0,0,_,hebrew,False,11
11,365,11,0,12:19,0,0,_,12:19,False,12
11,366,11,0,to,1,0,_,to,False,13
11,367,11,0,a,0,0,_,a,False,14
11,368,11,0,trumpet,0,0,Noise_makers,trumpet,False,15
12,369,12,0,sorcerers,0,0,People_by_vocation,sorcerer,False,-15
12,370,12,0,and,0,0,_,and,False,-14
12,371,12,0,idolaters,0,0,_,idolater,False,-13
12,372,12,0,and,0,0,_,and,False,-12
12,373,12,0,all,0,0,Quantified_mass,all,False,-11
12,374,12,0,liars,0,0,_,liar,False,-10
12,375,12,0,",",0,0,_,",",False,-9
12,376,12,0,their,0,0,_,their,False,-8
12,377,12,0,part,1,0,Performers_and_roles,part,False,-7
12,378,12,0,will,0,0,_,will,False,-6
12,379,12,0,be,0,0,_,be,False,-5
12,380,12,0,in,0,0,Interior_profile_relation,in,False,-4
12,381,12,0,the,0,0,_,the,False,-3
12,382,12,0,lake,0,0,Natural_features,lake,False,-2
12,383,12,0,that,0,0,_,that,False,-1
12,384,12,0,burns,1,1,Fire_burning,burn,True,0
12,385,12,0,with,1,0,_,with,False,1
12,386,12,0,fire,0,0,_,fire,False,2
12,387,12,0,and,0,0,_,and,False,3
12,388,12,0,brimstone,0,0,_,brimstone,False,4
12,389,12,0,",",0,0,_,",",False,5
12,390,12,0,which,0,0,_,which,False,6
12,391,12,0,is,0,0,_,be,False,7
12,392,12,0,the,0,0,_,the,False,8
12,393,12,0,second,0,0,Ordinal_numbers,second,False,9
12,394,12,0,death.,0,0,Death,death,False,10
12,395,12,0,``,0,0,_,`,False,11
12,396,12,1,#,0,0,_,#,False,12
12,397,12,1,From,0,0,Origin,from,False,13
12,398,12,1,these,0,0,_,these,False,14
13,399,13,0,with,0,0,Accompaniment,with,False,-15
13,400,13,0,him,0,0,_,he,False,-14
13,401,13,0,",",0,0,_,",",False,-13
13,402,13,0,they,0,0,_,they,False,-12
13,403,13,0,are,0,0,_,be,False,-11
13,404,13,0,with,0,0,_,with,False,-10
13,405,13,0,devils,0,0,_,devil,False,-9
13,406,13,0,and,0,0,_,and,False,-8
13,407,13,0,damned,0,0,_,damn,False,-7
13,408,13,0,spirits,0,0,_,spirit,False,-6
13,409,13,0,",",0,0,_,",",False,-5
13,410,13,0,in,0,0,Interior_profile_relation,in,False,-4
13,411,13,0,the,0,0,_,the,False,-3
13,412,13,0,lake,0,0,Natural_features,lake,False,-2
13,413,13,0,which,0,0,_,which,False,-1
13,414,13,0,burns,1,1,Fire_burning,burn,True,0
13,415,13,0,with,1,0,_,with,False,1
13,416,13,0,fire,1,0,_,fire,False,2
13,417,13,0,and,0,0,_,and,False,3
13,418,13,0,brimstone,0,0,_,brimstone,False,4
13,419,13,0,:,0,0,_,:,False,5
13,420,13,0,and,0,0,_,and,False,6
13,421,13,0,it,0,0,_,it,False,7
13,422,13,0,is,0,0,_,be,False,8
13,423,13,0,also,0,0,_,also,False,9
13,424,13,0,manifest,0,0,Obviousness,manifest,False,10
13,425,13,0,that,0,0,_,that,False,11
13,426,13,0,souls,0,0,_,soul,False,12
13,427,13,0,do,0,0,_,do,False,13
13,428,13,0,not,0,0,_,not,False,14
13,429,13,0,sleep,0,0,Sleep,sleep,False,15
14,430,14,0,midst,0,0,Locative_relation,midst,False,-15
14,431,14,0,of,0,0,_,of,False,-14
14,432,14,0,a,0,0,_,a,False,-13
14,433,14,0,bush,0,0,Biological_area,bush,False,-12
14,434,14,0,:,0,0,_,:,False,-11
14,435,14,0,and,0,0,_,and,False,-10
14,436,14,0,he,0,0,_,he,False,-9
14,437,14,0,looked,0,0,Perception_active,look,False,-8
14,438,14,0,",",0,0,_,",",False,-7
14,439,14,0,and,0,0,_,and,False,-6
14,440,14,0,",",0,0,_,",",False,-5
14,441,14,0,behold,0,0,_,behold,False,-4
14,442,14,0,",",0,0,_,",",False,-3
14,443,14,0,the,0,0,_,the,False,-2
14,444,14,0,bush,0,0,Biological_area,bush,False,-1
14,445,14,0,burned,0,0,Fire_burning,burn,True,0
14,446,14,0,with,1,0,_,with,False,1
14,447,14,0,fire,0,0,Fire_burning,fire,False,2
14,448,14,0,",",0,0,_,",",False,3
14,449,14,0,and,0,0,_,and,False,4
14,450,14,0,the,0,0,_,the,False,5
14,451,14,0,bush,0,0,_,bush,False,6
14,452,14,0,was,0,0,_,be,False,7
14,453,14,0,not,0,0,_,not,False,8
14,454,14,0,consumed,0,0,Ingestion,consume,False,9
14,455,14,0,.,0,0,_,.,False,10
14,456,14,1,#,0,0,_,#,False,11
14,457,14,1,American,0,0,Origin,american,False,12
14,458,14,1,King,0,0,Leadership,king,False,13
14,459,14,1,James,0,0,_,James,False,14
14,460,14,1,Version,0,0,Type,version,False,15
15,461,15,0,midst,0,0,Locative_relation,midst,False,-14
15,462,15,0,of,0,0,_,of,False,-13
15,463,15,0,a,0,0,_,a,False,-12
15,464,15,0,thorn-bush,0,0,_,thorn,False,-11
15,465,15,0,:,0,0,_,:,False,-10
15,466,15,0,and,0,0,_,and,False,-9
15,467,15,0,he,0,0,_,he,False,-8
15,468,15,0,looked,0,0,Perception_active,look,False,-7
15,469,15,0,",",0,0,_,",",False,-6
15,470,15,0,and,0,0,_,and,False,-5
15,471,15,0,behold,0,0,_,behold,False,-4
15,472,15,0,",",0,0,_,",",False,-3
15,473,15,0,the,0,0,_,the,False,-2
15,474,15,0,thorn-bush,0,0,_,thorn,False,-1
15,475,15,0,burned,0,0,Fire_burning,burn,True,0
15,476,15,0,with,1,0,_,with,False,1
15,477,15,0,fire,0,0,Fire_burning,fire,False,2
15,478,15,0,",",0,0,_,",",False,3
15,479,15,0,and,0,0,_,and,False,4
15,480,15,0,the,0,0,_,the,False,5
15,481,15,0,thorn-bush,0,0,_,thorn,False,6
15,482,15,0,was,0,0,_,be,False,7
15,483,15,0,not,0,0,_,not,False,8
15,484,15,0,being,0,0,_,be,False,9
15,485,15,0,consumed,0,0,Ingestion,consume,False,10
15,486,15,0,.,0,0,_,.,False,11
15,487,15,1,#,0,0,_,#,False,12
15,488,15,1,English,0,0,_,english,False,13
15,489,15,1,Revised,0,0,Cause_change,revise,False,14
15,490,15,1,Version,0,0,_,version,False,15
16,491,16,0,midst,0,0,Locative_relation,midst,False,-15
16,492,16,0,of,0,0,_,of,False,-14
16,493,16,0,a,0,0,_,a,False,-13
16,494,16,0,bush,0,0,Biological_area,bush,False,-12
16,495,16,0,:,0,0,_,:,False,-11
16,496,16,0,and,0,0,_,and,False,-10
16,497,16,0,he,0,0,_,he,False,-9
16,498,16,0,looked,0,0,Perception_active,look,False,-8
16,499,16,0,",",0,0,_,",",False,-7
16,500,16,0,and,0,0,_,and,False,-6
16,501,16,0,",",0,0,_,",",False,-5
16,502,16,0,behold,0,0,_,behold,False,-4
16,503,16,0,",",0,0,_,",",False,-3
16,504,16,0,the,0,0,_,the,False,-2
16,505,16,0,bush,0,0,Biological_area,bush,False,-1
16,506,16,0,burned,0,0,Fire_burning,burn,True,0
16,507,16,0,with,1,0,_,with,False,1
16,508,16,0,fire,0,0,Fire_burning,fire,False,2
16,509,16,0,",",0,0,_,",",False,3
16,510,16,0,and,0,0,_,and,False,4
16,511,16,0,the,0,0,_,the,False,5
16,512,16,0,bush,0,0,_,bush,False,6
16,513,16,0,was,0,0,_,be,False,7
16,514,16,0,not,0,0,_,not,False,8
16,515,16,0,consumed,0,0,Ingestion,consume,False,9
16,516,16,0,.,0,0,_,.,False,10
16,517,16,1,#,0,0,_,#,False,11
16,518,16,1,Webster,0,0,_,Webster,False,12
16,519,16,1,'s,0,0,_,be,False,13
16,520,16,1,Bible,0,0,_,Bible,False,14
16,521,16,1,Translation,0,0,_,translation,False,15
17,522,17,0,the,0,0,_,the,False,-15
17,523,17,0,midst,0,0,Locative_relation,midst,False,-14
17,524,17,0,of,0,0,_,of,False,-13
17,525,17,0,a,0,0,_,a,False,-12
17,526,17,0,bush,0,0,Biological_area,bush,False,-11
17,527,17,0,:,0,0,_,:,False,-10
17,528,17,0,and,0,0,_,and,False,-9
17,529,17,0,he,0,0,_,he,False,-8
17,530,17,0,looked,0,0,Perception_active,look,False,-7
17,531,17,0,",",0,0,_,",",False,-6
17,532,17,0,and,0,0,_,and,False,-5
17,533,17,0,behold,0,0,_,behold,False,-4
17,534,17,0,",",0,0,_,",",False,-3
17,535,17,0,the,0,0,_,the,False,-2
17,536,17,0,bush,0,0,Biological_area,bush,False,-1
17,537,17,0,burned,0,0,Fire_burning,burn,True,0
17,538,17,0,with,1,0,_,with,False,1
17,539,17,0,fire,0,0,Fire_burning,fire,False,2
17,540,17,0,",",0,0,_,",",False,3
17,541,17,0,and,0,0,_,and,False,4
17,542,17,0,the,0,0,_,the,False,5
17,543,17,0,bush,0,0,_,bush,False,6
17,544,17,0,was,0,0,_,be,False,7
17,545,17,0,not,0,0,_,not,False,8
17,546,17,0,consumed,0,0,Ingestion,consume,False,9
17,547,17,0,.,0,0,_,.,False,10
17,548,17,1,#,0,0,_,#,False,11
17,549,17,1,World,0,0,Political_locales,world,False,12
17,550,17,1,English,0,0,_,english,False,13
17,551,17,1,Bible,0,0,_,Bible,False,14
17,552,17,1,The,0,0,_,the,False,15
18,553,18,0,of,0,0,_,of,False,-14
18,554,18,0,the,0,0,_,the,False,-13
18,555,18,0,bush,0,0,_,bush,False,-12
18,556,18,0,",",0,0,_,",",False,-11
18,557,18,0,and,0,0,_,and,False,-10
18,558,18,0,he,0,0,_,he,False,-9
18,559,18,0,seeth,0,0,Change_of_phase,seeth,False,-8
18,560,18,0,",",0,0,_,",",False,-7
18,561,18,0,and,0,0,_,and,False,-6
18,562,18,0,lo,0,0,_,lo,False,-5
18,563,18,0,",",0,0,_,",",False,-4
